6,6,1
7,5,1
5,6,1
7,5,1
7,6,1
6,7,1
6,6,1
6,6,1
6,4,1
5,6,1
6,5,1
5,6,1
6,5,1
6,6,1
6,5,1
6,10,2
6,9,2
5,10,2
6,9,2
5,10,2
6,9,2
6,11,2
6,11,2
5,10,2
7,9,2
7,10,2
6,10,2
6,9,2
6,10,2
5,10,2
9,5,3
10,5,3
10,4,3
10,5,3
10,4,3
10,6,3
10,4,3
9,5,3
10,4,3
10,5,3
11,5,3
11,6,3
10,5,3
10,6,3
10,6,3
10,9,4
10,8,4
11,8,4
10,9,4
11,10,4
10,10,4
11,10,4
9,10,4
11,10,4
10,10,4
11,10,4
11,9,4
10,8,4
10,10,4
10,11,4
